id,name,fileName,areaEffectSize,scale
3325,"Missile: Gold Glaive","World\ENVIRONMENT\DOODAD\GENERALDOODADS\NightElfWeapons\NE_Glaive02.mdx",0,1
3326,"Fel Immolation (3x)","Spells\Fel_Immolate_State_Base.mdx",0,3
3327,"Arcane Explosion (0.50)","Spells\ArcaneExplosion_Base.mdx",0,0.5
3328,"Fel Flame Breath 180","spells\fel_flamebreath180.mdx",0,1
3329,"Hellfire Raid Dust Impact Base","spells\HellfireRaid_Dust_Impact_Base.mdx",0,1
3330,"Skull, Chattering","spells\skull.mdx",0,1
3331,"Might Aura State Base - 7.00","Spells\MightAura_Impact_Base.mdx",0,7
3332,"Fire Smoke Trail","spells\Fire_SmokeTrail.mdx",0,5
3333,"Missile: Fire Shot - 2.00","spells\FireShot_Missile.mdx",0,2
3334,"Flame Circle (1.35)","spells\flamecircleeffect.mdx",0,1.350000023841858
3335,"Arcane Explosion Base Boss - 2.00","spells\arcaneexplosion_boss_base.mdx",0,2
3336,"Quest - A Curse Upon Both of Your Clans (Large)","spells\endlessrage_state_head.mdx",0,5
3337,"Ashbringer","Item\ObjectComponents\Weapon\Sword_2H_Ashbringer.mdx",0,1
3338,"Missile: Shadow Bolt - Epic (0.50)","spells\DeathBolt_Missile_Low.mdx",0,0.5
3339,"Missile: Aegis (0.50)","Spells\Aegis.mdx",0,0.5
3340,"Blasted Lands Bone Pile","World\Azeroth\TheBlastedlands\PassiveDoodads\Bones\BlastedLandsBonePile02.mdx",0,1
3341,"Enslave Demon Impact Head (2.5x)","Spells\EnslaveDemon_Impact_Head.mdx",0,2.5
3342,"Enslave Demon Impact Chest (2.5x)","Spells\EnslaveDemon_Impact_Chest.mdx",0,2.5
3344,"Chest 04 (0.5)","World\Generic\ActiveDoodads\Chest04\Chest04.mdx",0,0.5
3345,"Acid Burn Base (0.5)","spells\AcidBurn.mdx",0,0.5
3346,"Missile: Axe Outland Raid D06","spells\Missile_Axe_1HOutlandRaidD06.mdx",0,1
3347,"Quest - Fel Fire Nova Cast (Huge)","spells\fel_firenova_area.mdx",0,5
3348,"Steam Impact","spells\Steam.mdx",0,1
3349,"Steam State","spells\Steam.mdx",0,1
3350,"Quest - The Mark of Kael'Thas State","spells\fire_precast_uber_hand.mdx",0,1.5
3351,"Quest - Low Poly Fire (State)","world\generic\pvp\fires\lowpolyfireanim.mdx",0,0.5
3352,"Quest - Archimonde Fire Chest (State)","spells\archimonde_fire.mdx",0,0.75
3353,"Shadow Nova Cast - (0.50)","spells\shadow_nova_area.mdx",0,0.5
3354,"Arcane Breath","Spells\ArcaneBreath.mdx",0,1
3355,"Flare Ground State (2.75x)","spells\flare_state_base.mdx",1076887552,2.75
3356,"Fire Nova Area (0.75x)","Spells\FireNova_Area.mdx",0,0.75
3357,"Banish (White)","spells\banish_chest_white.mdx",0,1
3358,"Shadow Nova Cast - (0.10)","spells\shadow_nova_area.mdx",0,0.10000000149011612
3359,"Bomb Explosion - (0.10)","Spells\Bomb_ExplosionA.mdx",0,0.10000000149011612
3360,"Floating Mine","spells\floatingmine.mdx",0,1
3361,"Floating Mine Pulse","spells\floatingminepulse.mdx",0,1
3362,"Floating Mine (1.5x)","spells\floatingmine.mdx",0,1.5
3363,"Floating Mine Pulse (1.5x)","spells\floatingminepulse.mdx",0,1.5
3364,"Void Zone (0.25)","creature\portalofkathune\portalofkathune.mdx",0,0.25
3365,"Quest - Ancient Draenei Warden State","world\expansion01\doodads\auchindoun\passivedoodads\spirit_fx\draenei_spirit_red.mdx",0,3
3366,"Bottle (Green)","World\Generic\Human\Passive Doodads\Bottles\GreenBottle02.mdx",0,1
3367,"Mug (Foaming)","World\Generic\Human\Passive Doodads\Mugs\MugFoam01.mdx",0,1
3368,"Fel Fire Nova Area (1.5x)","spells\fel_firenova_area.mdx",1056964608,1.5
3369,"Abyssal Impact Base (0.25)","spells\abyssal_impact_base.mdx",0,0.25
3370,"Dark Shade","spells\darkshade.mdx",0,1
3371,"Arcane Fire Weapon","Spells\Arcane_Fire_Weapon_Effect.mdx",0,1
3372,"Quest - Psychedelic Ghost State (Large 2x Size)","spells\ghost_state2.mdx",0,2
3373,"Arcane Fire Weapon (2.00)","Spells\Arcane_Fire_Weapon_Effect.mdx",0,2
3374,"Defensive Stance Impact Chest (1.5x)","Spells\DefensiveStance_Impact_Chest.mdx",0,1.5
3375,"Water Breath","spells\WaterLiquidBreath.mdx",0,1
3376,"Missile: Sonic Boom (Small)","Spells\SonicBoom_Missile_High.mdx",0,1
3377,"Fel Fire Nova Area (2x)","spells\fel_firenova_area.mdx",1073741824,2
3378,"Fel Fire Shield Head","Spells\Fel_Fireshieldfinal_Impact_Head.mdx",0,1
3379,"Hellfire Area Base  (7.00)","Spells\HellFire_Area_Base.mdx",0,7
3380,"Abyssal Impact Base - 1.50","spells\abyssal_impact_base.mdx",0,1.5
3381,"Flamestrike Impact Base (1.50)","Spells\Flamestrike_Impact_Base.mdx",0,1.5
3382,"FlamestrikeSmall Impact Base (2.5)","Spells\FlamestrikeSmall_Impact_Base.mdx",0,2.5
3383,"Wall Sword 01","World\Generic\Human\Passive Doodads\Weapons&Armor\WallSword01.mdx",0,1
3384,"Bone Burrow Cast","Spells\BurrowEarth_BoneWaste_Missile.mdx",0,1
3385,"Bone Burst (0.25)","Spells\BoneWorm_AttackEffects.mdx",0,0.25
3386,"Quest - Netherstorm - WaterLiquidBreath Cast","spells\waterliquidbreath.mdx",0,1
3388,"Dust Nova x2","spells\dustnova_cast_base.mdx",0,2
3389,"Frost Nova Area (2.5x)","Spells\Frost_Nova_area.mdx",0,2.5
3390,"Missile: Spear (Human 01)","World\Generic\Human\Passive Doodads\Weapons&Armor\HumanSpear01.mdx",0,1
3391,"Quest - Thunderclap Cast Base (Huge)","spells\thunderclap_cast_base.mdx",0,4
3392,"Water Breath (3.00)","spells\WaterLiquidBreath.mdx",0,3
3393,"Aerie Boulder 03 (0.5)","World\Lordaeron\AeriePeaks\PassiveDoodads\Boulders\AerieBoulder03.mdx",0,0.5
3394,"Ghost_state (Green)","spells\greenghost_state.mdx",0,1
3395,"Magic Unlock (2x)","Spells\MagicUnlock.mdx",0,2
3396,"Quest - Dark Glare (Small)","spells\cthuneeyeattack.mdx",0,0.25
3397,"CycloneWater State (5x)","Spells\CycloneWater_State.mdx",0,5
3398,"Missile: Boulder (4.00)","spells\boulder_missile.mdx",0,4
3399,"Missile: Eye of Kilrogg","creature\spells\EyeOfKilrog.mdx",0,1
3400,"Banish (Blue) - 0.25","spells\banish_chest_blue.mdx",0,0.25
3401,"Banish (Green) - 0.25","Spells\Banish_Chest.mdx",0,0.25
3402,"Banish (Red) - 0.25","spells\bloodbolt_chest.mdx",0,0.25
3403,"Missile: Thorns (2x)","spells\missile_thorns.mdx",0,2
3404,"Missile: Pine Cone","world\kalimdor\mulgore\passivedoodads\pinecone\pinecone.mdx",0,1
3405,"Bone Burrow Cast - 0.25","Spells\BurrowEarth_BoneWaste_Missile.mdx",0,0.25
3406,"Missile: Soul (x3)","spells\soulshatter_missile.mdx",0,3
3407,"Fel Fireball Missile High (3.00)","spells\fel_fireball_missile_high.mdx",0,3
3408,"Acid Breath (Liquid) (2x)","spells\acidliquidbreath.mdx",0,2
3409,"Horde Banner","world\generic\pvp\battlefieldbanners\battlefieldbannerhorde.mdx",0,0.6000000238418579
3410,"Feather (Red)","World\Generic\PassiveDoodads\Feathers\FeatherBigRed.mdx",0,1
3411,"Fel Hellfire Impact","spells\fel_hellfire_impact_base.mdx",0,1
3412,"Fel Hellfire Caster Cast Base","spells\fel_hellfire_impact_caster_base.mdx",0,1
3413,"Feather (Red) - 2.00","World\Generic\PassiveDoodads\Feathers\FeatherBigRed.mdx",0,2
3414,"Quest - The Mark of Vashj - Impact","spells\giftwaterspirit_impact_base.mdx",0,1
3415,"Bottle (Blue)","World\Generic\Human\Passive Doodads\Bottles\Bottle01.mdx",0,1
3416,"Acid Burn (Low-Poly)","Spells\Acidburn_Small.mdx",0,1
3417,"Acid Burn (Low-Poly) 0.50","Spells\Acidburn_Small.mdx",0,0.5
3418,"Acid Burn Black (Low-Poly) - 0.50","SPELLS\AcidBurn_Small_Black.mdx",0,0.5
3419,"Acid Burn Red (Low-Poly) - 0.50","SPELLS\AcidBurn_Small_Red.mdx",0,0.5
3420,"Bottle (Blue Fancy)","World\Expansion01\Doodads\Generic\BloodElf\Bottles\BE_Bottle01.mdx",0,1
3421,"Acid Burn Yellow (Low-Poly) 0.50","Spells\AcidBurn_Small_Yellow.mdx",0,0.5
3422,"Bottle (Frothy Smoke)","World\Generic\Human\Passive Doodads\Bottles\BottleSmoke.mdx",0,1
3423,"Acid Burn Blue (Low-Poly) - 0.50","SPELLS\AcidBurn_Small_Blue.mdx",0,0.5
3424,"Smoke Flare (Blue) - 3.00","spells\SmokeFlare_Blue.mdx",0,3
3425,"Acid Burn Orange (Low-Poly) 0.50","Spells\AcidBurn_Small_Orange.mdx",0,0.5
3426,"Acid Burn Purple (Low-Poly) - 0.50","Spells\AcidBurn_Small_Purple.mdx",0,0.5
3427,"Boots (Human Brown Leather 02)","World\Generic\Human\Passive Doodads\Clothing\BootsLeatherBrown01.mdx",0,1
3428,"Feather (Brown) - 2.00","World\Generic\PassiveDoodads\Feathers\FeatherBigBrown.mdx",0,2
3429,"Feather (Blue) - 2.00","World\Generic\PassiveDoodads\Feathers\FeatherBigBlue.mdx",0,2
3430,"Acid Burn Base (2x)","spells\AcidBurn.mdx",0,2
3431,"Shock Missile [8.0]","Spells\Shock_Missile.mdx",0,8
3432,"ArcaneExplosion Base (20yd)","Spells\ArcaneExplosion_Base.mdx",0,2.5
3433,"Quest - Fumping Drum Missile","world\generic\tauren\passive doodads\drums\taurendrumsmall01.mdx",0,1
3434,"Acid Burn Black","SPELLS\AcidBurn_Black.mdx",0,1
3435,"Missile: Soul (x5)","spells\soulshatter_missile.mdx",0,5
3436,"Hellfire Area Base (0.5 Scale)","spells\hellfire_area_base.mdx",0,0.5
3437,"Acid Breath (Liquid) (x0.5)","spells\acidliquidbreath.mdx",0,0.5
3438,"Seal Of Wrath Impact Base - 3.00","Spells\SealOfWrath_Impact_Base.mdx",0,3
3439,"Ward: Fire Impact Chest - 5.00","Spells\FireWard_Impact_Chest.mdx",0,5
3440,"Ritual Of Fire Precast - 2.00","spells\Ritual_Fire_PreCast_Base.mdx",0,2
3441,"Meteor Impact Base Red","spells\Meteor_Impact_Base_Red.mdx",0,1
3442,"Nightbane Area Base (0.50)","spells\nightbane_area_base.mdx",0,0.5
3443,"Shadow Fissure Base (2.25)","Spells\Shadow_Fissure_Base.mdx",0,2.25
3444,"Dark Ritual PreCast Base (2.25)","Spells\DarkRitual_PreCast_Base.mdx",0,2.25
3445,"Fel Hellfire Puff","Spells\Fel_HellFire_FirePuff_Caster_Base.mdx",0,1
3446,"Quest - Seed of Corruption State (Big) (1.25x)","spells\seedofcorruption_state.mdx",0,1.25
3447,"Quest - Fire Reflect State (2x)","spells\firereflect_state_chest.mdx",0,2
3448,"Consecration Impact Base (1.5x)","spells\consecration_impact_base.mdx",0,1.5
3449,"Shadow Nova Cast (4.0)","spells\shadow_nova_area.mdx",0,4
3450,"Fire Blast Impact Chest - 3.00","Spells\FireBlast_Impact_Chest.mdx",0,3
3451,"Skull Test","World\Azeroth\Elwynn\PassiveDoodads\Skeleton\BattleGladeSkullHumanDark.mdx",0,3
3452,"Dreadlord Carrion Swarm Cast (0.25)","spells\dreadlord_carrion_swarm_cast.mdx",0,0.25
3453,"Darkmoon Vengeance Head State","Spells\DarkmoonVengeance_Impact_Head.mdx",0,1
3454,"Darkmoon Vengeance Impact Chest","Spells\DarkmoonVengeance_Impact_Chest.mdx",0,1
3455,"Missile: Mana Shot","Spells\ManaShot_Missile.mdx",0,1
3456,"Ward: Holy Impact Chest","Spells\HolyWard_Impact_Chest.mdx",0,1
3458,"Soulgrinder Ritual Visual ( in progress)","world\kalimdor\diremaul\activedoodads\nightmaresummoning\nightmarestone.mdx",0,2
3459,"Soulgrinder Beam Precast","spells\shadow_precast_uber_hand.mdx",0,3
3460,"Missile: Naga Lord Shell","spells\nagalordshell_missile.mdx",0,1
3461,"Missile: Naga Lord Shell (2.5x)","spells\nagalordshell_missile.mdx",0,2.5
3462,"Naga Lord Shell Impact","spells\nagalordshell_impact.mdx",0,1
3463,"Otherwordly Portal","World\Expansion01\Doodads\TheExodar\Passivedoodads\Sky_Portal\Exodar_Sky_portal.mdx",0,0.3499999940395355
3464,"Water Bubble Chest State (0.75x)","Spells\WaterBubble.mdx",0,0.75
3465,"Seed Of Corruption State - 3.00","Spells\SeedOfCorruption_State.mdx",0,3
3466,"Life Tap State Chest - 5.00","Spells\Lifetap_State_Chest.mdx",0,5
3467,"Fel Flame Patch - 2.00","spells\fel_archimonde_fire.mdx",0,2
3468,"Fel Hellfire Impact Base - 3.00","spells\fel_hellfire_impact_base.mdx",0,3
3469,"Fel Immolate Impact Chest - 5.00","spells\fel_immolate_impact_chest.mdx",0,5
3470,"Fel Low Poly Fire - 2.00","spells\Fel_LowPolyFireAnim.mdx",0,2
3471,"Shell Shield State","Spells\ShellShield_State_Base.mdx",0,1
3472,"Dreadlord Carrion Swarm Cast (0.50)","spells\dreadlord_carrion_swarm_cast.mdx",0,0.5
3474,"Intervene Trail","spells\InterveneTrail.mdx",0,1
3477,"Intervene Impact","spells\Intervene_Impact_Chest.mdx",0,1
3478,"Flames (0.50 Scale)","world\lordaeron\stratholme\passivedoodads\fx\stratholmefiresmokeembers.mdx",0,0.5
3479,"Crystal man visual - Chest","world\kalimdor\ungoro\passivedoodads\crystals\ungorocrystal_blue02.mdx",0,1
3480,"Crystal man visual - hand","world\goober\g_jewelblue.mdx",0,1
3481,"Crystal Man visual - base","creature\questobjects\creature_powercrystal.mdx",0,1
3482,"Arcane Precast","spells\arcanebomb_missle.mdx",0,0.25
3483,"Missile: Black Shot","spells\blackshot_missile.mdx",0,1
3484,"Fel Fireblast Impact Chest (2.00)","spells\fel_fireblast_impact_chest.mdx",0,2
3485,"Aura: Yellow","World\Generic\PassiveDoodads\ParticleEmitters\AuraYellow.mdx",0,1
3486,"Aura: Red","World\Generic\PassiveDoodads\ParticleEmitters\AuraRed.mdx",0,1
3487,"Aura: Green","World\Generic\PassiveDoodads\ParticleEmitters\AuraGreen.mdx",0,1
3488,"Aura: Blue","World\Generic\PassiveDoodads\ParticleEmitters\AuraBlue.mdx",0,1
3489,"Portal: Boss Shadow ","Spells\Creature_SpellPortal_LargeShadow.mdx",0,1
3490,"Missile: Black Shot - 2.00","spells\blackshot_missile.mdx",0,2
3491,"Stasis Field","spells\arcanebomb_missle.mdx",0,1
3492,"Arcane Nova (Chest)","Spells\FireNova_Blue_Area.mdx",0,1
3493,"Missile: Shadowbolt","Spells\Shadowbolt_Missile.mdx",0,1
3494,"Impact: Shadowbolt","Spells\Shadowbolt_Chest_Impact.mdx",0,1
3495,"Water Elemental Impact Base (2x)","spells\waterelemental_impact_base.mdx",0,2
3496,"Item - Demonic Infusion Effect (Fel Fire 0.25 Base)","spells\fel_archimonde_fire.mdx",0,0.25
3497,"Item - Demonic Infusion (0.25 LHand)","spells\fel_archimonde_fire.mdx",0,0.25
3498,"Item - Demonic Infusion (0.25 RHand)","spells\fel_archimonde_fire.mdx",0,0.25
3499,"Item - Demonic Infusion (0.25 LHand) Fel_FlameShock","spells\fel_flameshock_impact_chest.mdx",0,0.25
3500,"Item - Demonic Infusion (0.25 RHand) Fel_FlameShock","spells\fel_flameshock_impact_chest.mdx",0,0.25
3501,"Fire Nova: Blue","Spells\FireNova_Blue_Area.mdx",0,1
3502,"Fire Nova State - Blue","Spells\FireNova_Blue_State.mdx",0,1
3503,"Impact: Fire Blast - Blue","Spells\FireBlast_Blue_Impact_Chest.mdx",0,1
3504,"Archimonde Fire - Blue","Spells\Archimonde_Blue_Fire.mdx",0,1
3505,"Fel Fireblast Impact Base Large","spells\fel_fireblast_impact_chest.mdx",0,3
3506,"Invisibility Cast","spells\invisibility.mdx",0,1
3507,"Blessing of Freedom State","spells\BlessingofFreedom_State.mdx",0,1
3508,"Blessing of Freedom Impact","spells\BlessingofFreedom_Impact.mdx",0,1
3509,"Blessing of Might Base","spells\BlessingofMight_Base.mdx",0,1
3510,"Blessing of Light Base","spells\BlessingofLight_Impact.mdx",0,1
3511,"Blessing of Protection Impact","spells\BlessingofProtection_Impact.mdx",0,1
3512,"Envenom Cast","spells\envenom_cast.mdx",0,1
3513,"Blessing of Kings Base","spells\BlessingofKings_Base.mdx",0,1
3514,"Blessing of Sacrifice Base","spells\BlessingofSacrifice_Impact.mdx",0,1
3515,"Immolate Impact Chest (Blue)","spells\Immolate_Blue_Impact_Chest.mdx",0,1
3516,"Flame Patch (Blue) - 2.00","spells\Archimonde_Blue_Fire.mdx",0,2
3517,"Fire, Low Poly (Blue) - 2.00","spells\LowPolyFireAnim_Blue.mdx",0,2
3518,"Hellfire Impact Base (Blue) - 3.00","spells\HellfIre_Blue_Impact_Base.mdx",0,3
3519,"Shadow Precast Uber Hand - 3.00","Spells\Shadow_Precast_Uber_Hand.mdx",0,3
3520,"Shadowbolt Chest Impact - 3.00","spells\Shadowbolt_Chest_Impact.mdx",0,3
3521,"Shadow Strikes State - 5.00","spells\shadow_strikes_state_hand.mdx",0,5
3522,"Missile: Fireball (Blue) - 2.00","spells\Fireball_Blue_Missile_High.mdx",0,2
3523,"Fire Precast Hand High (Blue)","spells\Fire_Blue_PreCast_High_Hand.mdx",0,1
3524,"Fire ImpactDD High Chest (Blue)","spells\Fire_Blue_ImpactDD_High_Chest.mdx",0,1
3525,"FireBlast Impact Chest (Blue)","spells\FireBlast_Blue_Impact_Chest.mdx",0,1
3526,"Hellfire FirePuff Caster Base (Blue)","spells\HellFire_Blue_FirePuff_Caster_Base.mdx",0,1
3527,"Fire Precast Hand High (Blue) - 3.00","spells\Fire_Blue_PreCast_High_Hand.mdx",0,3
3528,"Fel Low Poly Fire","spells\Fel_LowPolyFireAnim.mdx",0,1
3529,"Arcane Reflect State Chest","spells\ArcaneReflect_State_Chest.mdx",0,1
3530,"Poison Elemental Impact Base (5x)","spells\poisonelemental_impact_base.mdx",0,5
3531,"Fire Precast Hand Blue","Spells\Fire_Blue_Precast_Hand.mdx",0,1
3532,"Missile: Fireball (Blue)","spells\Fireball_Blue_Missile_High.mdx",0,1
3533,"Anti-Magic State Base (Blue) - 2.00","spells\antimagic_state_blue.mdx",0,2
3534,"Mine Cart","world\azeroth\stranglethorn\passivedoodads\gemminecar01\gemminecar01.mdx",0,1
3535,"Quest - Confused State (2x)","spells\confused_state_head.mdx",0,2
3536,"Quest - Purple Zzz's (Beast Soothe)","spells\beastsoothe_state_head.mdx",0,1.5
3537,"Item - Big Meat","World\Generic\Human\Passive Doodads\Food&Utensils\TurkeyLeg.mdx",0,1
3538,"Missile: Illidan's Glaive","spells\Illidan_Glave_Missile.mdx",0,1.350000023841858
3539,"Arcane Power State Chest (3)","spells\arcanepower_state_chest.mdx",0,3
3540,"Undead Fire Large","World\Generic\Human\Passive Doodads\Fire\UndeadFireLarge.mdx",0,1
3541,"Wave: Water","Spells\Wave_Water.mdx",0,1
3542,"Missile: Yellow Crystal","world\expansion01\doodads\silvermyst\crystals\silvermystcrystal01_yellow.mdx",0,0.5
3543,"Crystal, Yellow Large","world\expansion01\doodads\silvermyst\crystals\silvermystcrystal03_yellow.mdx",0,1.5
3544,"Ethereal Ring, Cannon","World\Expansion01\Doodads\Shattrath\Passivedoodads\Lighting\Ancient_D_Standing_Light.mdx",0,0.5
3545,"Flame Circle (Blue)","spells\FlameCircleEffect_Blue.mdx",0,1
3546,"Fire Precast Hand High (Blue) - 10.00","spells\Fire_Blue_PreCast_High_Hand.mdx",0,10
3547,"Flame Circle (Blue) - 1.25","spells\FlameCircleEffect_Blue.mdx",0,1.25
3548,"Quest - Oldie's Rotten Pumpkin Missile","world\lordaeron\scholomance\passivedoodads\diseasedpumpkin\diseasedpumpkin.mdx",0,1
3549,"Flame Breath - 180 (Blue)","Spells\FlameBreath180_Blue.mdx",0,1
3550,"Quest - Trope's Skull Barrage","world\expansion01\doodads\ghostlands\skulls\swath_skull.mdx",0,3
3551,"Nightmare Stone State","World\Kalimdor\DireMaul\ActiveDoodads\NightmareSummoning\NightmareStone.mdx",0,1
3552,"Quest - Oldie's Rotten Pumpkin Impact","Spells\Exploding_Stone_Impact.mdx",0,2
3553,"Quest - Ichman's Blazing Fireball State","spells\archimonde_fire.mdx",0,1
3554,"Quest - Dragonmaw Race: Mulverick's Great Balls Impact","Spells\LightningBoltIvus_Missile.mdx",0,1.5
3555,"Immolate State Base (Blue)","Spells\Immolate_Blue_State_Base.mdx",0,1
3557,"Flame Breath (Blue)","Spells\FlameBreath_Blue.mdx",0,1
3558,"FlamestrikeSmall Impact Base (Blue) -  2.00","spells\FlamestrikeSmall_Blue_Impact_Base.mdx",0,2
3559,"Portal: Boss Holy","spells\Creature_SpellPortalLarge_Yellow.mdx",0,1
3560,"Acid Breath Liquid (0.25)","spells\acidliquidbreath.mdx",0,0.25
3561,"FlamestrikeSmall Impact Base (Blue) -  3.00","spells\FlamestrikeSmall_Blue_Impact_Base.mdx",0,3
3562,"Missile: Firebolt (Blue)","Spells\FireBolt_Blue_Missile_Low.mdx",0,1
3563,"Fire Nova: Blue (0.50)","Spells\FireNova_Blue_Area.mdx",0,0.5
3564,"Missile: Black Shot - 5.00","spells\blackshot_missile.mdx",0,5
3565,"Shadow Nova Cast - 3.00","spells\shadow_nova_area.mdx",0,3
3566,"Missile: Deathbolt Missile - 3.00","spells\deathbolt_missile_low.mdx",0,3
3567,"Arcane Torrent Cast (2.5x)","Spells\ArcaneTorrent.mdx",0,2.5
3568,"Arcane Power State Chest (5.00)","spells\arcanepower_state_chest.mdx",0,5
3569,"Wave: Water (0.25)","Spells\Wave_Water.mdx",0,0.25
3570,"Shades of Darkness Cast - 4.00","spells\shadesofdarkness_cast.mdx",0,4
3571,"Missile: Black Shot - 3.00","spells\blackshot_missile.mdx",0,3
3572,"Flame Patch (Blue) - 1.00","spells\Archimonde_Blue_Fire.mdx",0,1
3573,"Brute Cologne","Spells\GreenGhost_state.mdx",0,1.25
3574,"Crashing Wave: Poison","Spells\Missile_Wave_WaterGreen.mdx",0,1
3575,"Crashing Wave: Water","Spells\Missile_Wave_Water.mdx",0,1
3576,"Crashing Wave: Fire","Spells\Missile_Wave_Fire.mdx",0,1
3577,"Fireworks Roman Candle Missile (x2)","spells\firework_romancandle_missle_01.mdx",0,2
3578,"Level Up (No Sound)","Spells\LevelUpSpell\LevelUpSpell.mdx",0,1
3579,"Aspect of the Wild Impact Head","spells\aspectwild_impact_head.mdx",0,1
3580,"Starfire Area (1.5x)","spells\starfire_area.mdx",0,1.5
3581,"Cosmetic - Illidari Fire (Fire Globes LH)","spells\fire_smoketrail.mdx",0,1
3582,"Cosmetic - Illidari Fire (Fire Globes RH)","spells\fire_smoketrail.mdx",0,1
3583,"Quest - Mark of Vash (Water Wave Missile 0.5)","spells\missile_wave_water.mdx",0,0.5
3584,"Quest - Mark of Kael (Wave of Fire 0.25)","spells\missile_wave_fire.mdx",0,0.25
3585,"Shadow Nova Cast - (1.50)","spells\shadow_nova_area.mdx",0,1.5
3586,"Fire Nova Area (10.00)","Spells\FireNova_Area.mdx",0,10
3587,"Missile: Boulder (2x)","Spells\Boulder_Missile.mdx",0,2
3589,"Smoke Flare (Green) - 4.00","spells\smokeflare_green.mdx",0,4
3590,"Starfire Area (2x)","spells\starfire_area.mdx",0,2
3596,"Portal: Boss Arcane","Spells\Creature_SpellPortalLarge_Purple.mdx",0,1
3597,"Portal: Boss Fire","spells\Creature_SpellPortalLarge_Red.mdx",0,1
3598,"Portal: Boss Nature","spells\Creature_SpellPortalLarge_Green.mdx",0,1
3599,"Portal: Boss Frost","spells\Creature_SpellPortalLarge_Blue.mdx",0,1
3600,"Immolate State Base (Blue) - 2.00","Spells\Immolate_Blue_State_Base.mdx",0,2
3601,"Bucket","World\Generic\Human\Passive Doodads\Buckets\Bucket.mdx",0,1
3602,"Hellfire FirePuff Caster Base (Blue) (0.50)","spells\HellFire_Blue_FirePuff_Caster_Base.mdx",0,0.5
3603,"Pumpkin (x0.5)","World\Goober\G_Pumpkin_02.mdx",0,0.5
3604,"Bomb Explosion (x2)","Spells\Bomb_ExplosionA.mdx",0,2
3605,"Bucket (x2.0, carried)","Item\ObjectComponents\Weapon\Misc_1H_Bucket_A_01.mdx",0,2
3606,"Arcane Ward Impact Chest","spells\ArcaneWard_Impact_Chest.mdx",0,1
3607,"Pumpkin Visual (x0.66)","world\azeroth\duskwood\passivedoodads\bush\pumpkin01.mdx",0,0.6600000262260437
3608,"Arcane Bomb - 1.00","spells\arcanebomb_missle.mdx",0,1
3609,"Arcane Bomb - 1.00","spells\arcanebomb_missle.mdx",0,1
3614,"Bloody Explosion Green Impact (x2.0)","Spells\BloodyExplosionGreen.mdx",0,2
3615,"Blessing of Salvation Impact","spells\blessingofsalvation_impact.mdx",0,1
3617,"Flame Patch 2.0","spells\archimonde_fire.mdx",0,2
3618,"Bucket (x1.0, carried)","Item\ObjectComponents\Weapon\Misc_1H_Bucket_A_01.mdx",0,1
3619,"Missile: Skull - 2.00","World\Expansion01\Doodads\Ghostlands\Skulls\Swath_Skull.mdx",0,2
3620,"Smoke - Ash Tree","World\Azeroth\BurningSteppes\PassiveDoodads\Smoke\AshTreeSmoke01.mdx",0,1
3622,"Shield: Arcane Force (Dark)","Spells\ArcaneForceShield_Dark.mdx",0,1
3623,"Shield: Arcane Force (Yellow)","Spells\ArcaneForceShield_Yellow.mdx",0,1
3624,"Shield: Arcane Force (Red)","Spells\ArcaneForceShield_Red.mdx",0,1
3625,"Shield: Arcane Force (Blue)","Spells\ArcaneForceShield_Blue.mdx",0,1
3626,"Shield: Arcane Force (Green)","Spells\ArcaneForceShield_Green.mdx",0,1
3627,"Shield: Arcane Force (Purple)","ArcaneForceShield_Purple.mdx",0,1
3628,"Shield: Fire Force (Dark)","Spells\FireForceShield_Dark.mdx",0,1
3629,"Shield: Fire Force (Purple)","Spells\FireForceShield_Purple.mdx",0,1
3630,"Shield: Fire Force (Green)","Spells\FireForceShield_Green.mdx",0,1
3631,"Shield: Fire Force (Blue)","Spells\FireForceShield_Blue.mdx",0,1
3632,"Shield: Fire Force (Yellow)","Spells\FireForceShield_Yellow.mdx",0,1
3633,"Shield: Fire Force (Red)","Spells\FireForceShield_Red.mdx",0,1
3636,"Water Elemental Low Impact Base (x2)","spells\waterelementallow_impact_base.mdx",0,2
3637,"Steam Burst Impact","Spells\WaterSteam_Impact.mdx",0,1
3639,"Ghost_state (Multi-Color)","Spells\Ghost_state2.mdx",0,1
3648,"Pumpkin Head, Flaming","World\Generic\PassiveDoodads\Oktoberfest\FlamingPumpkinHead.mdx",0,1
3649,"Pumpkin Head, Flaming (x0.67)","World\Generic\PassiveDoodads\Oktoberfest\FlamingPumpkinHead.mdx",0,0.6700000166893005
3651,"Incinerate Impact (Blue)","spells\incinerateblue_impact_base.mdx",0,1
3652,"Incinerate Missile (Blue)","spells\incinerateblue_low_base.mdx",0,1
3653,"Force Shield Fire (Red)","Spells\fireforceshield_red.mdx",0,1
3654,"Force Shield Fire (Blue)","Spells\fireforceshield_blue.mdx",0,1
3655,"Flame Patch (Blue) - 0.20","spells\Archimonde_Blue_Fire.mdx",0,0.20000000298023224
3657,"Fire Nova Area (0.50)","Spells\FireNova_Area.mdx",0,0.5
3658,"Pillar: Blue","spells\MoonBeamBlue_Impact_Base.mdx",0,1
3661,"Missile: Fireball (Blue) 0.3","spells\Fireball_Blue_Missile_High.mdx",0,0.30000001192092896
